year,winter,spring,summer,autumn,station_id,station_name
1976,738.8,209.3,117.6,144.1,1012573,DUNCAN KELVIN CREEK      
1977,306.9,216.3,65.8,453.6,1012573,DUNCAN KELVIN CREEK      
1978,370.2,213.4,80.7,306.4,1012573,DUNCAN KELVIN CREEK      
1979,388.3,201.6,67.3,305.5,1012573,DUNCAN KELVIN CREEK      
1980,752.1,211.3,180.3,439.6,1012573,DUNCAN KELVIN CREEK      
1981,636.5,231.4,119.8,479.7,1012573,DUNCAN KELVIN CREEK      
1982,772.8,171.4,74.4,317.4,1012573,DUNCAN KELVIN CREEK      
1984,469.9,391.9,68.1,469.4,1012573,DUNCAN KELVIN CREEK      
1988,441.1,351.3,59.4,448.5,1012573,DUNCAN KELVIN CREEK      
1989,444.0,283.1,101.8,206.7,1012573,DUNCAN KELVIN CREEK      
1990,614.2,246.0,109.1,563.4,1012573,DUNCAN KELVIN CREEK      
1991,663.6,295.6,217.0,299.6,1012573,DUNCAN KELVIN CREEK      
1992,790.0,145.4,122.3,321.0,1012573,DUNCAN KELVIN CREEK      
1993,281.2,392.4,125.2,151.1,1012573,DUNCAN KELVIN CREEK      
1994,602.5,270.9,70.3,395.0,1012573,DUNCAN KELVIN CREEK      
1995,764.7,257.8,151.6,508.8,1012573,DUNCAN KELVIN CREEK      
1996,718.3,278.4,39.7,468.4,1012573,DUNCAN KELVIN CREEK      
1997,716.4,542.9,162.8,542.3,1012573,DUNCAN KELVIN CREEK      
1998,680.6,151.3,67.0,534.0,1012573,DUNCAN KELVIN CREEK      
1999,1159.5,240.2,88.7,428.9,1012573,DUNCAN KELVIN CREEK      
2000,508.5,189.0,108.6,267.7,1012573,DUNCAN KELVIN CREEK      
2001,369.1,227.7,130.5,391.2,1012573,DUNCAN KELVIN CREEK      
2002,676.9,270.8,60.6,218.0,1012573,DUNCAN KELVIN CREEK      
2003,621.3,383.1,29.6,572.6,1012573,DUNCAN KELVIN CREEK      
2004,475.3,179.2,121.4,397.6,1012573,DUNCAN KELVIN CREEK      
2005,566.2,330.8,93.1,275.2,1012573,DUNCAN KELVIN CREEK      
2006,845.5,250.1,64.5,646.8,1012573,DUNCAN KELVIN CREEK      
2007,725.2,304.4,89.2,363.6,1012573,DUNCAN KELVIN CREEK      
2008,617.5,159.7,124.7,290.6,1012573,DUNCAN KELVIN CREEK      
2009,310.9,248.2,46.7,736.6,1012573,DUNCAN KELVIN CREEK      
2010,571.2,407.4,61.1,443.1,1012573,DUNCAN KELVIN CREEK      
2011,700.0,425.6,38.7,386.3,1012573,DUNCAN KELVIN CREEK      
2013,501.0,319.2,106.6,329.7,1012573,DUNCAN KELVIN CREEK      
2014,435.7,324.8,43.0,435.5,1012573,DUNCAN KELVIN CREEK      
1915,151.6,151.0,59.2,268.0,1016940,SAANICHTON               
1916,427.2,197.8,74.6,159.0,1016940,SAANICHTON               
1917,350.5,209.4,48.7,109.0,1016940,SAANICHTON               
1918,485.3,143.6,79.3,172.4,1016940,SAANICHTON               
1919,414.8,182.1,31.1,253.0,1016940,SAANICHTON               
1920,224.1,140.7,120.4,284.6,1016940,SAANICHTON               
1921,326.6,124.4,70.4,313.4,1016940,SAANICHTON               
1922,202.8,71.1,33.9,157.8,1016940,SAANICHTON               
1923,506.8,143.1,59.3,169.1,1016940,SAANICHTON               
1924,435.1,50.3,41.5,325.9,1016940,SAANICHTON               
1925,382.8,105.4,41.3,115.9,1016940,SAANICHTON               
1926,344.6,97.3,40.8,232.6,1016940,SAANICHTON               
1927,353.6,122.6,47.6,418.5,1016940,SAANICHTON               
1928,241.1,185.6,57.8,196.8,1016940,SAANICHTON               
1929,197.9,147.9,56.3,106.3,1016940,SAANICHTON               
1930,346.3,141.9,33.5,195.1,1016940,SAANICHTON               
1931,313.4,204.3,175.3,255.4,1016940,SAANICHTON               
1932,378.3,200.9,133.5,286.2,1016940,SAANICHTON               
1933,370.0,155.0,72.7,320.1,1016940,SAANICHTON               
1934,592.7,177.1,54.7,288.8,1016940,SAANICHTON               
1935,597.2,150.3,66.2,155.2,1016940,SAANICHTON               
1936,357.5,135.9,107.3,104.7,1016940,SAANICHTON               
1937,389.7,155.2,132.6,256.7,1016940,SAANICHTON               
1938,396.5,171.5,41.3,174.0,1016940,SAANICHTON               
1939,470.3,91.3,90.0,248.8,1016940,SAANICHTON               
1940,452.1,216.9,58.0,255.3,1016940,SAANICHTON               
1941,315.8,128.3,72.5,264.0,1016940,SAANICHTON               
1942,239.0,121.0,68.7,193.6,1016940,SAANICHTON               
1943,315.7,212.3,70.7,164.5,1016940,SAANICHTON               
1944,281.3,105.4,33.1,217.1,1016940,SAANICHTON               
1945,264.1,182.2,34.4,330.5,1016940,SAANICHTON               
1946,384.5,191.9,125.2,183.4,1016940,SAANICHTON               
1947,417.4,140.3,65.6,253.5,1016940,SAANICHTON               
1948,500.8,226.9,173.8,288.4,1016940,SAANICHTON               
1949,349.3,111.6,87.2,326.1,1016940,SAANICHTON               
1950,453.3,209.4,106.7,267.9,1016940,SAANICHTON               
1951,540.3,137.9,23.2,291.5,1016940,SAANICHTON               
1952,319.7,125.8,56.0,80.3,1016940,SAANICHTON               
1953,595.3,112.9,70.8,260.1,1016940,SAANICHTON               
1954,572.3,99.5,119.5,327.6,1016940,SAANICHTON               
1955,269.2,130.2,119.0,386.0,1016940,SAANICHTON               
1956,332.2,137.9,131.1,295.2,1016940,SAANICHTON               
1957,392.8,160.7,112.8,140.5,1016940,SAANICHTON               
1958,453.2,143.5,39.5,296.3,1016940,SAANICHTON               
1959,366.7,163.7,80.7,319.1,1016940,SAANICHTON               
1960,403.7,200.7,47.7,234.1,1016940,SAANICHTON               
1961,585.4,182.8,62.8,217.9,1016940,SAANICHTON               
1963,345.9,106.5,105.8,344.8,1016940,SAANICHTON               
1964,504.1,111.2,114.7,233.7,1016940,SAANICHTON               
1965,443.4,112.7,75.2,296.5,1016940,SAANICHTON               
1966,414.3,110.9,102.4,250.2,1016940,SAANICHTON               
1967,534.9,144.4,25.9,364.2,1016940,SAANICHTON               
1968,484.7,189.7,116.8,295.6,1016940,SAANICHTON               
1969,384.8,179.3,51.6,207.4,1016940,SAANICHTON               
1970,358.6,178.7,35.5,219.8,1016940,SAANICHTON               
1971,455.4,181.2,93.4,260.4,1016940,SAANICHTON               
1972,504.8,215.7,106.2,179.3,1016940,SAANICHTON               
1973,459.4,61.0,51.9,324.4,1016940,SAANICHTON               
1974,522.8,197.6,67.8,231.3,1016940,SAANICHTON               
1975,459.3,92.2,134.8,457.6,1016940,SAANICHTON               
1976,553.8,158.3,88.3,113.2,1016940,SAANICHTON               
1977,209.4,165.7,67.3,313.5,1016940,SAANICHTON               
1978,342.5,144.3,68.6,190.5,1016940,SAANICHTON               
1979,259.5,98.4,54.0,190.3,1016940,SAANICHTON               
1980,513.7,150.2,135.7,327.9,1016940,SAANICHTON               
1981,425.8,157.7,96.5,356.6,1016940,SAANICHTON               
1982,536.1,98.3,81.0,174.6,1016940,SAANICHTON               
1983,462.0,157.1,113.1,382.1,1016940,SAANICHTON               
1984,301.1,248.3,60.6,359.0,1016940,SAANICHTON               
1988,308.7,258.1,84.7,318.2,1016940,SAANICHTON               
1989,314.8,187.0,76.8,161.6,1016940,SAANICHTON               
1990,405.2,176.6,111.3,441.6,1016940,SAANICHTON               
1991,465.9,204.8,141.6,241.0,1016940,SAANICHTON               
1992,451.6,112.8,106.0,236.3,1016940,SAANICHTON               
1993,192.2,280.7,135.9,123.6,1016940,SAANICHTON               
1994,309.5,182.5,63.3,277.5,1016940,SAANICHTON               
1995,468.5,134.5,136.6,415.1,1016940,SAANICHTON               
1996,461.9,227.4,31.9,381.8,1016940,SAANICHTON               
1997,469.4,307.8,152.8,348.4,1016940,SAANICHTON               
1998,372.9,134.1,71.6,378.1,1016940,SAANICHTON               
1999,776.6,149.9,84.9,311.8,1016940,SAANICHTON               
2000,374.0,149.0,78.2,203.7,1016940,SAANICHTON               
2001,258.4,162.7,93.1,282.0,1016940,SAANICHTON               
2002,480.5,170.7,33.8,116.4,1016940,SAANICHTON               
2003,337.3,221.7,22.3,532.6,1016940,SAANICHTON               
2004,269.7,114.3,150.4,318.2,1016940,SAANICHTON               
2005,402.3,205.0,81.6,237.3,1016940,SAANICHTON               
2006,387.6,143.4,47.4,421.4,1016940,SAANICHTON               
2007,457.9,199.3,121.0,219.9,1016940,SAANICHTON               
2008,405.5,169.7,82.8,226.3,1016940,SAANICHTON               
2009,235.0,168.4,44.7,529.4,1016940,SAANICHTON               
2010,343.9,199.4,64.2,306.5,1016940,SAANICHTON               
2011,430.1,265.9,54.0,252.8,1016940,SAANICHTON               
2012,304.4,189.9,77.3,360.8,1016940,SAANICHTON               
2013,386.9,215.9,59.7,268.6,1016940,SAANICHTON               
2014,313.8,225.7,45.5,310.8,1016940,SAANICHTON               
2015,384.0,143.6,44.6,336.8,1016940,SAANICHTON               
2016,493.1,162.3,49.8,436.8,1016940,SAANICHTON               
1912,473.9,151.7,129.2,376.1,1017230,SHAWNIGAN LAKE           
1913,444.3,152.8,111.7,409.1,1017230,SHAWNIGAN LAKE           
1914,484.9,169.0,78.1,448.6,1017230,SHAWNIGAN LAKE           
1915,167.4,149.2,49.3,348.3,1017230,SHAWNIGAN LAKE           
1916,731.5,288.3,102.0,231.7,1017230,SHAWNIGAN LAKE           
1917,356.5,246.3,46.6,162.9,1017230,SHAWNIGAN LAKE           
1919,699.7,291.7,32.8,304.0,1017230,SHAWNIGAN LAKE           
1920,340.5,202.2,182.1,518.2,1017230,SHAWNIGAN LAKE           
1921,684.5,158.4,112.6,594.8,1017230,SHAWNIGAN LAKE           
1922,322.1,153.3,28.6,196.4,1017230,SHAWNIGAN LAKE           
1923,624.7,175.6,96.9,177.4,1017230,SHAWNIGAN LAKE           
1924,557.9,60.9,69.2,474.6,1017230,SHAWNIGAN LAKE           
1925,393.2,101.9,52.7,137.0,1017230,SHAWNIGAN LAKE           
1926,362.9,138.3,30.4,334.5,1017230,SHAWNIGAN LAKE           
1927,390.8,150.7,70.6,399.2,1017230,SHAWNIGAN LAKE           
1928,246.7,266.8,58.0,284.5,1017230,SHAWNIGAN LAKE           
1929,253.3,192.7,65.8,93.8,1017230,SHAWNIGAN LAKE           
1930,436.1,217.1,40.4,203.1,1017230,SHAWNIGAN LAKE           
1931,552.9,324.1,166.5,274.5,1017230,SHAWNIGAN LAKE           
1932,501.1,197.3,129.8,396.6,1017230,SHAWNIGAN LAKE           
1933,520.1,215.4,68.2,407.0,1017230,SHAWNIGAN LAKE           
1934,743.9,230.2,84.8,437.9,1017230,SHAWNIGAN LAKE           
1935,811.9,202.6,78.4,232.7,1017230,SHAWNIGAN LAKE           
1936,556.9,188.1,115.9,94.2,1017230,SHAWNIGAN LAKE           
1937,650.6,278.7,149.9,416.3,1017230,SHAWNIGAN LAKE           
1938,599.7,215.4,31.9,282.4,1017230,SHAWNIGAN LAKE           
1939,672.1,141.9,89.0,307.0,1017230,SHAWNIGAN LAKE           
1940,758.7,286.3,86.2,233.3,1017230,SHAWNIGAN LAKE           
1941,420.6,195.7,97.4,375.8,1017230,SHAWNIGAN LAKE           
1942,366.1,143.9,94.4,320.0,1017230,SHAWNIGAN LAKE           
1943,418.9,356.5,63.2,240.4,1017230,SHAWNIGAN LAKE           
1944,366.0,149.7,35.7,314.2,1017230,SHAWNIGAN LAKE           
1945,379.0,279.6,44.4,420.0,1017230,SHAWNIGAN LAKE           
1946,531.4,261.6,146.7,227.3,1017230,SHAWNIGAN LAKE           
1947,603.1,160.1,86.5,306.7,1017230,SHAWNIGAN LAKE           
1948,706.5,304.7,165.7,468.7,1017230,SHAWNIGAN LAKE           
1949,497.7,174.8,90.8,396.8,1017230,SHAWNIGAN LAKE           
1950,634.4,371.7,127.0,410.8,1017230,SHAWNIGAN LAKE           
1951,756.8,181.5,31.2,442.3,1017230,SHAWNIGAN LAKE           
1952,533.7,173.5,62.4,117.9,1017230,SHAWNIGAN LAKE           
1953,899.2,157.2,83.4,411.2,1017230,SHAWNIGAN LAKE           
1954,849.1,155.8,114.5,487.2,1017230,SHAWNIGAN LAKE           
1955,366.5,209.4,99.4,487.3,1017230,SHAWNIGAN LAKE           
1956,450.6,205.5,134.9,363.2,1017230,SHAWNIGAN LAKE           
1957,491.9,227.1,149.1,198.3,1017230,SHAWNIGAN LAKE           
1958,679.2,246.4,59.2,374.2,1017230,SHAWNIGAN LAKE           
1959,484.2,277.5,99.4,405.4,1017230,SHAWNIGAN LAKE           
1960,555.0,256.9,39.7,302.3,1017230,SHAWNIGAN LAKE           
1962,410.2,280.0,104.7,506.8,1017230,SHAWNIGAN LAKE           
1963,494.0,192.2,126.5,464.7,1017230,SHAWNIGAN LAKE           
1964,719.8,142.0,132.4,258.6,1017230,SHAWNIGAN LAKE           
1965,496.1,154.5,69.8,385.8,1017230,SHAWNIGAN LAKE           
1966,591.3,198.5,91.8,359.6,1017230,SHAWNIGAN LAKE           
1967,744.0,220.0,29.9,447.0,1017230,SHAWNIGAN LAKE           
1968,736.5,271.8,131.5,434.9,1017230,SHAWNIGAN LAKE           
1969,595.4,246.5,61.8,251.0,1017230,SHAWNIGAN LAKE           
1970,585.1,282.7,46.2,314.1,1017230,SHAWNIGAN LAKE           
1971,647.7,322.7,104.9,368.8,1017230,SHAWNIGAN LAKE           
1972,594.4,304.1,118.7,236.7,1017230,SHAWNIGAN LAKE           
1973,691.1,98.2,47.9,453.2,1017230,SHAWNIGAN LAKE           
1974,832.2,321.2,95.2,311.7,1017230,SHAWNIGAN LAKE           
1975,590.3,156.7,148.3,606.3,1017230,SHAWNIGAN LAKE           
1976,780.8,218.5,122.8,134.5,1017230,SHAWNIGAN LAKE           
1977,317.9,255.7,72.7,450.2,1017230,SHAWNIGAN LAKE           
1978,427.6,205.6,55.1,228.6,1017230,SHAWNIGAN LAKE           
1979,406.9,173.7,80.9,284.7,1017230,SHAWNIGAN LAKE           
1980,827.2,230.4,186.0,454.2,1017230,SHAWNIGAN LAKE           
1981,629.6,248.7,111.9,458.9,1017230,SHAWNIGAN LAKE           
1982,755.5,155.2,77.6,280.7,1017230,SHAWNIGAN LAKE           
1983,761.3,256.6,160.5,568.7,1017230,SHAWNIGAN LAKE           
1984,416.8,385.8,68.9,546.4,1017230,SHAWNIGAN LAKE           
1985,289.2,205.2,59.4,356.9,1017230,SHAWNIGAN LAKE           
1986,607.4,266.9,43.7,331.8,1017230,SHAWNIGAN LAKE           
1987,434.1,252.7,42.7,182.8,1017230,SHAWNIGAN LAKE           
1988,420.4,318.3,83.0,415.9,1017230,SHAWNIGAN LAKE           
1989,398.4,271.4,91.0,205.4,1017230,SHAWNIGAN LAKE           
1990,605.4,204.9,93.2,561.5,1017230,SHAWNIGAN LAKE           
1991,557.8,245.3,218.3,279.4,1017230,SHAWNIGAN LAKE           
1992,666.6,144.0,111.5,307.0,1017230,SHAWNIGAN LAKE           
1993,250.0,360.3,124.0,147.4,1017230,SHAWNIGAN LAKE           
1994,493.9,250.0,72.1,350.0,1017230,SHAWNIGAN LAKE           
1995,682.3,202.2,139.6,498.2,1017230,SHAWNIGAN LAKE           
1996,623.3,265.8,36.8,433.6,1017230,SHAWNIGAN LAKE           
1997,699.5,476.0,159.2,502.1,1017230,SHAWNIGAN LAKE           
1998,581.3,163.7,92.3,529.4,1017230,SHAWNIGAN LAKE           
1999,1063.9,243.2,90.2,434.8,1017230,SHAWNIGAN LAKE           
2000,504.2,200.1,111.1,239.6,1017230,SHAWNIGAN LAKE           
2001,369.1,191.9,140.8,364.6,1017230,SHAWNIGAN LAKE           
2002,649.2,264.8,65.0,173.8,1017230,SHAWNIGAN LAKE           
2003,520.9,335.4,28.0,602.5,1017230,SHAWNIGAN LAKE           
2004,425.0,132.5,130.0,371.1,1017230,SHAWNIGAN LAKE           
2005,539.5,286.6,84.6,270.4,1017230,SHAWNIGAN LAKE           
2006,682.8,207.1,64.6,601.4,1017230,SHAWNIGAN LAKE           
2007,636.6,269.1,109.0,348.9,1017230,SHAWNIGAN LAKE           
2008,540.9,179.3,104.2,273.3,1017230,SHAWNIGAN LAKE           
2009,304.2,218.3,50.6,638.9,1017230,SHAWNIGAN LAKE           
2010,474.2,327.9,62.4,410.8,1017230,SHAWNIGAN LAKE           
2011,582.5,362.0,53.9,340.5,1017230,SHAWNIGAN LAKE           
2012,482.2,279.4,71.9,421.8,1017230,SHAWNIGAN LAKE           
2013,438.9,275.7,84.2,298.6,1017230,SHAWNIGAN LAKE           
2014,404.4,295.2,35.2,409.1,1017230,SHAWNIGAN LAKE           
2015,516.3,179.0,59.9,382.2,1017230,SHAWNIGAN LAKE           
2016,767.3,260.6,65.9,639.8,1017230,SHAWNIGAN LAKE           
2017,420.9,349.1,51.5,475.8,1017230,SHAWNIGAN LAKE           
1900,364.9,180.3,87.8,197.0,1018620,VICTORIA                 
1902,280.8,138.9,33.8,300.2,1018620,VICTORIA                 
1903,355.5,152.2,75.5,357.0,1018620,VICTORIA                 
1904,333.1,161.3,75.2,205.5,1018620,VICTORIA                 
1905,322.3,147.6,78.1,247.6,1018620,VICTORIA                 
1906,226.8,99.8,47.4,462.4,1018620,VICTORIA                 
1907,337.0,105.9,35.6,248.0,1018620,VICTORIA                 
1908,389.0,222.6,34.3,222.5,1018620,VICTORIA                 
1909,357.1,74.0,63.1,461.7,1018620,VICTORIA                 
1910,469.7,157.2,46.8,448.6,1018620,VICTORIA                 
1911,362.0,141.5,51.6,315.3,1018620,VICTORIA                 
1912,318.5,140.1,142.2,253.1,1018620,VICTORIA                 
1913,379.4,116.8,79.4,324.7,1018620,VICTORIA                 
1914,358.4,111.7,60.7,326.7,1018620,VICTORIA                 
1915,107.6,114.3,50.5,303.3,1018620,VICTORIA                 
1916,438.6,235.9,62.0,136.0,1018620,VICTORIA                 
1917,336.2,184.7,46.4,145.7,1018620,VICTORIA                 
1918,644.9,127.8,85.9,238.1,1018620,VICTORIA                 
1919,491.2,194.9,32.6,260.2,1018620,VICTORIA                 
1920,341.2,166.7,118.7,341.7,1018620,VICTORIA                 
1921,454.0,126.2,77.3,423.5,1018620,VICTORIA                 
1922,311.7,110.7,25.1,217.9,1018620,VICTORIA                 
1923,511.4,149.3,72.2,193.4,1018620,VICTORIA                 
1924,385.6,87.6,46.3,301.9,1018620,VICTORIA                 
1925,429.5,139.2,30.5,116.1,1018620,VICTORIA                 
1926,340.8,104.1,46.1,223.8,1018620,VICTORIA                 
1927,285.2,108.0,53.9,399.3,1018620,VICTORIA                 
1928,296.8,126.8,36.0,192.1,1018620,VICTORIA                 
1929,184.1,141.0,51.5,107.0,1018620,VICTORIA                 
1930,348.7,125.7,29.8,227.0,1018620,VICTORIA                 
1931,277.1,164.3,152.5,293.9,1018620,VICTORIA                 
1932,415.2,175.3,122.0,322.7,1018620,VICTORIA                 
1933,370.0,126.8,87.3,370.2,1018620,VICTORIA                 
1934,614.0,204.3,39.4,261.7,1018620,VICTORIA                 
1935,628.5,116.8,73.2,174.6,1018620,VICTORIA                 
1936,360.1,162.0,102.4,119.9,1018620,VICTORIA                 
1937,475.0,138.5,122.3,275.8,1018620,VICTORIA                 
1938,374.7,164.7,34.4,229.7,1018620,VICTORIA                 
1939,453.7,88.9,90.7,246.5,1018620,VICTORIA                 
1940,341.8,184.3,45.5,263.5,1018620,VICTORIA                 
1941,281.8,144.4,65.0,289.0,1018620,VICTORIA                 
1942,275.1,123.9,71.2,213.8,1018620,VICTORIA                 
1943,296.1,154.6,61.8,178.1,1018620,VICTORIA                 
1944,293.3,118.9,37.5,237.2,1018620,VICTORIA                 
1945,280.0,206.3,33.7,356.8,1018620,VICTORIA                 
1946,401.9,214.1,119.7,196.4,1018620,VICTORIA                 
1947,425.6,148.7,76.6,266.4,1018620,VICTORIA                 
1948,521.8,251.4,160.1,311.9,1018620,VICTORIA                 
1949,367.8,125.2,88.1,327.3,1018620,VICTORIA                 
1950,479.8,224.7,117.7,294.1,1018620,VICTORIA                 
1951,569.2,158.1,26.9,298.2,1018620,VICTORIA                 
1952,332.1,131.2,55.3,94.7,1018620,VICTORIA                 
1953,607.3,149.1,95.5,274.4,1018620,VICTORIA                 
1954,601.8,120.7,122.8,353.9,1018620,VICTORIA                 
1955,302.7,161.1,126.3,425.6,1018620,VICTORIA                 
1956,377.9,139.6,154.1,310.9,1018620,VICTORIA                 
1957,392.0,188.5,119.7,145.6,1018620,VICTORIA                 
1958,481.8,154.6,47.0,287.5,1018620,VICTORIA                 
1959,379.7,176.3,84.8,325.9,1018620,VICTORIA                 
1960,390.9,211.1,49.5,238.3,1018620,VICTORIA                 
1961,589.4,192.3,61.5,217.2,1018620,VICTORIA                 
1962,303.3,171.0,95.2,340.8,1018620,VICTORIA                 
1963,310.8,112.2,110.3,338.3,1018620,VICTORIA                 
1964,483.1,115.0,101.8,221.4,1018620,VICTORIA                 
1965,404.1,122.8,70.4,277.4,1018620,VICTORIA                 
1966,385.8,119.2,94.1,308.8,1018620,VICTORIA                 
1967,524.7,154.0,27.1,334.6,1018620,VICTORIA                 
1968,493.2,180.3,116.3,300.0,1018620,VICTORIA                 
1969,391.6,169.5,52.1,213.3,1018620,VICTORIA                 
1970,358.8,180.6,35.7,216.0,1018620,VICTORIA                 
1971,450.8,187.6,90.4,256.1,1018620,VICTORIA                 
1972,459.1,214.3,111.6,175.6,1018620,VICTORIA                 
1973,471.9,67.5,52.1,323.6,1018620,VICTORIA                 
1974,536.4,197.4,63.5,220.8,1018620,VICTORIA                 
1975,446.4,95.2,128.6,436.2,1018620,VICTORIA                 
1976,544.5,153.5,98.5,104.0,1018620,VICTORIA                 
1977,209.5,194.6,64.8,300.1,1018620,VICTORIA                 
1978,348.0,159.6,64.4,182.3,1018620,VICTORIA                 
1979,269.3,97.9,53.2,199.0,1018620,VICTORIA                 
1980,536.3,165.5,123.2,321.1,1018620,VICTORIA                 
1981,422.4,175.0,92.5,363.6,1018620,VICTORIA                 
1982,563.7,97.2,77.2,178.0,1018620,VICTORIA                 
1983,476.1,166.2,83.3,408.0,1018620,VICTORIA                 
1984,294.5,242.0,62.1,361.2,1018620,VICTORIA                 
1985,241.1,143.8,53.3,229.7,1018620,VICTORIA                 
1986,403.2,166.1,33.8,229.4,1018620,VICTORIA                 
1987,281.9,179.4,38.8,93.2,1018620,VICTORIA                 
1988,314.7,240.6,69.5,307.7,1018620,VICTORIA                 
1989,295.6,190.4,76.2,154.1,1018620,VICTORIA                 
1990,445.5,179.2,97.0,398.7,1018620,VICTORIA                 
1991,442.8,197.2,137.5,221.8,1018620,VICTORIA                 
1992,450.4,107.3,100.1,222.0,1018620,VICTORIA                 
1993,204.8,254.8,124.6,116.6,1018620,VICTORIA                 
1994,309.0,177.7,63.0,264.2,1018620,VICTORIA                 
1995,489.1,124.4,120.0,369.6,1018620,VICTORIA                 
1996,453.5,226.9,31.6,345.4,1018620,VICTORIA                 
1997,548.5,328.2,138.9,362.6,1018620,VICTORIA                 
1998,387.5,145.0,65.3,366.3,1018620,VICTORIA                 
1999,736.3,142.4,81.8,296.9,1018620,VICTORIA                 
2000,364.6,141.2,80.3,198.0,1018620,VICTORIA                 
2001,269.9,149.5,105.2,255.8,1018620,VICTORIA                 
2002,499.2,190.1,34.2,103.8,1018620,VICTORIA                 
2003,334.0,213.5,24.2,520.7,1018620,VICTORIA                 
2004,276.4,101.4,143.8,310.5,1018620,VICTORIA                 
2005,394.7,194.8,76.8,217.7,1018620,VICTORIA                 
2006,417.3,136.1,54.4,437.1,1018620,VICTORIA                 
2007,441.9,195.7,114.2,224.1,1018620,VICTORIA                 
2008,370.6,124.8,82.2,210.2,1018620,VICTORIA                 
2009,255.0,161.0,37.9,476.6,1018620,VICTORIA                 
2010,319.3,195.2,62.4,299.1,1018620,VICTORIA                 
2011,437.4,261.1,50.9,231.4,1018620,VICTORIA                 
2012,294.6,175.2,73.8,324.4,1018620,VICTORIA                 
1925,425.0,188.6,100.4,180.6,1020270,ALERT BAY                
1926,556.5,253.4,129.0,309.9,1020270,ALERT BAY                
