year,winter,spring,summer,autumn,station_id,station_name
1941,4.0,9.3,15.3,8.8,1012573,DUNCAN              
1942,2.5,8.1,15.7,8.7,1012573,DUNCAN              
1943,2.2,7.5,14.3,9.5,1012573,DUNCAN              
1944,2.5,7.6,14.9,9.8,1012573,DUNCAN              
1945,2.7,7.3,14.6,8.0,1012573,DUNCAN              
1946,3.1,8.2,14.3,7.3,1012573,DUNCAN              
1947,1.8,9.1,14.2,8.3,1012573,DUNCAN              
1948,2.1,6.6,14.4,7.9,1012573,DUNCAN              
1949,0.0,7.5,13.1,8.8,1012573,DUNCAN              
1950,-0.9,6.2,14.8,7.4,1012573,DUNCAN              
1951,2.1,6.7,14.9,7.8,1012573,DUNCAN              
1952,0.8,7.1,14.4,8.4,1012573,DUNCAN              
1953,3.1,7.7,13.9,9.0,1012573,DUNCAN              
1954,2.7,7.3,13.3,9.1,1012573,DUNCAN              
1955,3.0,6.2,14.0,7.5,1012573,DUNCAN              
1956,1.2,8.6,15.0,8.1,1012573,DUNCAN              
1959,3.7,7.9,15.3,8.7,1012573,DUNCAN              
1960,3.1,8.0,15.6,9.0,1012573,DUNCAN              
1961,4.3,8.6,17.0,7.9,1012573,DUNCAN              
1962,3.2,7.3,14.5,9.9,1012573,DUNCAN              
1963,4.0,8.1,15.0,10.1,1012573,DUNCAN              
1964,3.9,7.5,14.8,8.4,1012573,DUNCAN              
1965,2.2,7.6,15.5,9.4,1012573,DUNCAN              
1966,3.3,8.0,14.6,9.5,1012573,DUNCAN              
1967,4.7,7.6,16.7,9.9,1012573,DUNCAN              
1968,3.6,8.3,15.1,8.9,1012573,DUNCAN              
1969,0.1,8.7,15.8,9.3,1012573,DUNCAN              
1970,4.3,8.0,15.5,8.0,1012573,DUNCAN              
1971,2.9,7.6,15.4,8.5,1012573,DUNCAN              
1972,1.3,8.3,15.8,8.1,1012573,DUNCAN              
1973,2.2,8.2,14.6,8.3,1012573,DUNCAN              
1974,3.4,7.4,14.9,9.7,1012573,DUNCAN              
1975,2.7,7.3,15.1,9.2,1012573,DUNCAN              
1976,3.2,7.5,14.4,9.8,1012573,DUNCAN              
1977,4.4,8.2,16.3,8.2,1012573,DUNCAN              
1978,3.2,8.6,16.5,8.5,1012573,DUNCAN              
1979,1.7,9.1,15.7,9.4,1012573,DUNCAN              
1980,3.3,8.8,14.7,9.5,1012573,DUNCAN              
1981,4.9,8.4,15.1,9.1,1012573,DUNCAN              
1982,2.8,7.3,15.9,8.4,1012573,DUNCAN              
1984,2.8,8.0,15.0,7.7,1012573,DUNCAN              
1986,3.0,8.5,16.0,9.3,1012573,DUNCAN              
1987,4.1,9.0,16.0,10.3,1012573,DUNCAN              
1988,3.6,9.4,16.6,10.5,1012573,DUNCAN              
1989,2.1,8.8,15.9,9.9,1012573,DUNCAN              
1990,3.8,9.3,17.4,10.2,1012573,DUNCAN              
1991,3.3,8.3,16.3,10.2,1012573,DUNCAN              
1992,5.2,10.6,17.6,10.1,1012573,DUNCAN              
1993,1.5,9.9,16.1,10.2,1012573,DUNCAN              
1994,4.4,10.2,16.8,9.9,1012573,DUNCAN              
1995,4.3,9.7,16.6,11.2,1012573,DUNCAN              
1996,3.6,8.5,17.0,8.9,1012573,DUNCAN              
1997,3.0,9.0,16.6,10.8,1012573,DUNCAN              
1998,4.3,9.8,18.1,11.0,1012573,DUNCAN              
1999,3.8,7.6,16.2,10.1,1012573,DUNCAN              
2000,3.7,8.7,16.3,9.8,1012573,DUNCAN              
2001,3.4,8.5,15.7,10.3,1012573,DUNCAN              
2002,3.7,7.6,17.3,10.7,1012573,DUNCAN              
2003,5.0,8.5,17.8,10.4,1012573,DUNCAN              
2004,4.0,10.4,18.4,10.2,1012573,DUNCAN              
2005,4.4,10.7,17.4,9.7,1012573,DUNCAN              
2006,4.3,8.9,17.6,10.2,1012573,DUNCAN              
2007,3.8,9.0,16.9,9.4,1012573,DUNCAN              
2008,3.1,7.9,16.3,10.4,1012573,DUNCAN              
2009,2.0,7.9,18.4,10.3,1012573,DUNCAN              
2010,4.5,8.3,16.4,9.2,1012573,DUNCAN              
2011,2.9,7.3,16.2,9.6,1012573,DUNCAN              
2012,3.4,8.2,16.6,10.7,1012573,DUNCAN              
2013,3.4,9.2,17.6,10.1,1012573,DUNCAN              
2014,2.7,9.5,18.3,11.3,1012573,DUNCAN              
1915,5.3,11.1,16.7,10.9,1013720,JAMES ISLAND        
1916,2.8,8.9,15.6,9.7,1013720,JAMES ISLAND        
1917,3.3,8.0,15.7,11.2,1013720,JAMES ISLAND        
1919,4.9,8.9,15.5,9.9,1013720,JAMES ISLAND        
1920,4.1,8.4,16.4,10.1,1013720,JAMES ISLAND        
1921,5.0,8.8,15.3,10.2,1013720,JAMES ISLAND        
1922,3.0,8.5,16.3,10.9,1013720,JAMES ISLAND        
1923,3.4,9.3,17.1,11.3,1013720,JAMES ISLAND        
1924,5.5,9.8,15.9,10.2,1013720,JAMES ISLAND        
1925,4.9,10.2,16.5,10.3,1013720,JAMES ISLAND        
1926,5.6,10.8,16.7,10.8,1013720,JAMES ISLAND        
1927,3.6,7.8,16.4,9.3,1013720,JAMES ISLAND        
1928,3.0,9.3,15.6,9.2,1013720,JAMES ISLAND        
1929,3.4,9.4,17.0,12.0,1013720,JAMES ISLAND        
1930,3.2,9.6,16.6,9.9,1013720,JAMES ISLAND        
1931,5.6,10.5,16.5,9.5,1013720,JAMES ISLAND        
1932,3.9,9.7,16.0,11.4,1013720,JAMES ISLAND        
1933,3.0,8.6,16.7,10.3,1013720,JAMES ISLAND        
1934,5.7,11.2,15.9,11.2,1013720,JAMES ISLAND        
1935,4.5,8.6,16.1,10.3,1013720,JAMES ISLAND        
1936,3.8,9.2,16.3,10.7,1013720,JAMES ISLAND        
1937,2.6,9.2,16.0,11.2,1013720,JAMES ISLAND        
1938,4.7,9.4,15.7,10.8,1013720,JAMES ISLAND        
1939,4.6,9.5,15.7,11.4,1013720,JAMES ISLAND        
1940,6.4,10.7,16.5,11.0,1013720,JAMES ISLAND        
1941,6.3,10.9,16.7,10.9,1013720,JAMES ISLAND        
1942,5.1,9.3,16.6,10.6,1013720,JAMES ISLAND        
1943,3.8,8.6,15.1,11.3,1013720,JAMES ISLAND        
1944,4.9,8.7,15.7,11.6,1013720,JAMES ISLAND        
1945,5.0,8.5,15.5,9.8,1013720,JAMES ISLAND        
1946,4.7,9.4,15.5,9.2,1013720,JAMES ISLAND        
1947,3.9,10.4,15.6,10.3,1013720,JAMES ISLAND        
1948,4.2,8.1,15.4,9.7,1013720,JAMES ISLAND        
1949,1.8,9.4,14.9,11.1,1013720,JAMES ISLAND        
1950,1.2,7.6,16.0,9.8,1013720,JAMES ISLAND        
1951,4.6,8.8,16.2,10.6,1013720,JAMES ISLAND        
1952,3.4,8.8,15.3,11.3,1013720,JAMES ISLAND        
1953,5.7,9.2,15.6,11.5,1013720,JAMES ISLAND        
1954,4.5,8.3,14.4,11.1,1013720,JAMES ISLAND        
1955,4.4,6.9,14.6,9.4,1013720,JAMES ISLAND        
1956,3.4,9.9,15.7,9.7,1013720,JAMES ISLAND        
1957,3.0,10.0,15.4,11.3,1013720,JAMES ISLAND        
1958,6.8,10.6,18.3,10.7,1013720,JAMES ISLAND        
1959,5.2,9.2,16.3,10.1,1013720,JAMES ISLAND        
1960,4.9,9.0,16.0,10.5,1013720,JAMES ISLAND        
1961,5.8,9.4,17.3,9.6,1013720,JAMES ISLAND        
1962,4.7,8.5,15.2,11.1,1013720,JAMES ISLAND        
1963,5.4,9.6,15.6,11.3,1013720,JAMES ISLAND        
1964,5.3,8.3,15.2,9.9,1013720,JAMES ISLAND        
1965,3.7,8.8,16.1,10.9,1013720,JAMES ISLAND        
1966,4.8,9.2,15.2,10.7,1013720,JAMES ISLAND        
1967,5.9,8.5,17.3,11.4,1013720,JAMES ISLAND        
1968,5.1,9.3,15.9,10.1,1013720,JAMES ISLAND        
1969,1.9,9.5,16.3,10.3,1013720,JAMES ISLAND        
1970,5.7,8.8,16.1,9.8,1013720,JAMES ISLAND        
1971,4.1,8.5,15.8,9.9,1013720,JAMES ISLAND        
1972,2.8,8.9,16.2,9.7,1013720,JAMES ISLAND        
1973,3.9,9.3,15.2,9.7,1013720,JAMES ISLAND        
1974,4.8,8.6,15.7,11.5,1013720,JAMES ISLAND        
1975,4.3,8.4,15.4,10.4,1013720,JAMES ISLAND        
1976,4.6,8.4,14.7,10.7,1013720,JAMES ISLAND        
1977,5.5,8.9,16.1,9.5,1013720,JAMES ISLAND        
1915,4.1,10.7,17.2,9.7,1016940,SAANICHTON CDA      
1916,1.5,8.2,15.8,8.9,1016940,SAANICHTON CDA      
1917,2.1,7.3,15.9,10.2,1016940,SAANICHTON CDA      
1918,4.0,8.3,16.3,10.4,1016940,SAANICHTON CDA      
1919,3.8,8.3,15.3,8.9,1016940,SAANICHTON CDA      
1920,3.1,7.3,16.2,9.2,1016940,SAANICHTON CDA      
1921,4.0,8.1,15.2,9.1,1016940,SAANICHTON CDA      
1922,1.9,7.7,16.3,9.6,1016940,SAANICHTON CDA      
1923,2.3,8.7,17.0,10.6,1016940,SAANICHTON CDA      
1924,4.6,9.3,16.1,9.5,1016940,SAANICHTON CDA      
1925,4.0,9.7,16.6,9.7,1016940,SAANICHTON CDA      
1926,5.8,10.5,17.0,10.7,1016940,SAANICHTON CDA      
1927,4.0,7.9,17.1,9.5,1016940,SAANICHTON CDA      
1928,3.6,9.6,16.2,10.0,1016940,SAANICHTON CDA      
1929,2.0,8.3,16.3,10.5,1016940,SAANICHTON CDA      
1930,2.8,9.2,16.0,9.3,1016940,SAANICHTON CDA      
1931,5.3,10.0,16.2,9.2,1016940,SAANICHTON CDA      
1932,3.4,8.9,15.7,10.5,1016940,SAANICHTON CDA      
1933,2.2,7.8,16.0,9.6,1016940,SAANICHTON CDA      
1934,5.3,10.8,16.1,10.6,1016940,SAANICHTON CDA      
1935,4.2,8.1,16.1,9.8,1016940,SAANICHTON CDA      
1936,3.3,9.1,16.5,10.1,1016940,SAANICHTON CDA      
1937,2.1,8.9,16.2,10.9,1016940,SAANICHTON CDA      
1938,4.4,9.2,16.3,10.5,1016940,SAANICHTON CDA      
1939,4.3,9.2,16.2,11.1,1016940,SAANICHTON CDA      
1940,6.1,10.5,16.9,10.8,1016940,SAANICHTON CDA      
1941,5.9,10.6,16.7,10.5,1016940,SAANICHTON CDA      
1942,4.5,9.2,16.8,10.2,1016940,SAANICHTON CDA      
1943,3.4,8.3,15.5,10.9,1016940,SAANICHTON CDA      
1944,4.4,8.6,16.1,11.5,1016940,SAANICHTON CDA      
1945,4.6,8.5,15.6,9.4,1016940,SAANICHTON CDA      
1946,4.4,9.1,15.6,8.8,1016940,SAANICHTON CDA      
1947,3.5,10.0,15.8,9.8,1016940,SAANICHTON CDA      
1948,3.9,7.8,15.5,9.3,1016940,SAANICHTON CDA      
1949,1.4,9.4,15.2,11.1,1016940,SAANICHTON CDA      
1950,0.9,7.5,16.0,9.7,1016940,SAANICHTON CDA      
1951,4.4,8.6,16.2,10.5,1016940,SAANICHTON CDA      
1952,3.0,8.6,15.2,10.8,1016940,SAANICHTON CDA      
1953,5.0,8.6,15.2,10.9,1016940,SAANICHTON CDA      
1954,3.8,7.8,14.0,10.6,1016940,SAANICHTON CDA      
1955,3.7,6.3,14.5,8.4,1016940,SAANICHTON CDA      
1956,2.3,9.0,15.3,9.0,1016940,SAANICHTON CDA      
1957,2.3,9.6,15.2,10.6,1016940,SAANICHTON CDA      
1958,6.1,10.0,18.2,10.2,1016940,SAANICHTON CDA      
1959,4.5,8.5,15.9,9.5,1016940,SAANICHTON CDA      
1960,4.1,8.3,15.6,10.0,1016940,SAANICHTON CDA      
1961,5.1,8.8,17.0,9.1,1016940,SAANICHTON CDA      
1962,4.1,8.0,15.1,10.9,1016940,SAANICHTON CDA      
1963,4.9,9.2,15.7,11.1,1016940,SAANICHTON CDA      
1964,4.8,8.1,15.3,9.6,1016940,SAANICHTON CDA      
1965,3.3,8.5,16.0,10.6,1016940,SAANICHTON CDA      
1966,4.2,8.9,15.2,10.4,1016940,SAANICHTON CDA      
1967,5.5,8.1,17.3,11.2,1016940,SAANICHTON CDA      
1968,5.0,9.1,15.9,10.0,1016940,SAANICHTON CDA      
1969,1.5,9.3,16.3,10.3,1016940,SAANICHTON CDA      
1970,5.4,8.5,16.0,9.6,1016940,SAANICHTON CDA      
1971,3.6,8.1,15.7,9.6,1016940,SAANICHTON CDA      
1972,2.3,8.5,16.1,9.4,1016940,SAANICHTON CDA      
1973,3.5,8.9,14.9,9.6,1016940,SAANICHTON CDA      
1974,4.4,8.2,15.4,11.1,1016940,SAANICHTON CDA      
1975,3.9,7.9,15.3,10.3,1016940,SAANICHTON CDA      
1976,4.4,8.0,14.5,10.7,1016940,SAANICHTON CDA      
1977,5.4,8.7,16.3,9.4,1016940,SAANICHTON CDA      
1978,4.7,9.4,16.6,9.2,1016940,SAANICHTON CDA      
1979,2.7,9.4,15.8,10.9,1016940,SAANICHTON CDA      
1980,4.3,9.2,14.9,10.5,1016940,SAANICHTON CDA      
1981,5.8,9.3,15.5,10.1,1016940,SAANICHTON CDA      
1982,3.7,8.1,15.8,9.7,1016940,SAANICHTON CDA      
1983,5.7,10.1,16.0,10.5,1016940,SAANICHTON CDA      
1984,4.5,9.2,15.7,9.4,1016940,SAANICHTON CDA      
1985,2.9,9.0,16.7,8.4,1016940,SAANICHTON CDA      
1986,4.6,9.4,15.8,10.6,1016940,SAANICHTON CDA      
1987,5.7,10.2,16.4,11.8,1016940,SAANICHTON CDA      
1988,4.4,9.1,16.3,10.6,1016940,SAANICHTON CDA      
1989,3.7,9.5,15.9,11.2,1016940,SAANICHTON CDA      
1990,4.9,9.6,17.0,10.6,1016940,SAANICHTON CDA      
1991,4.1,8.7,15.7,10.7,1016940,SAANICHTON CDA      
1992,6.2,10.9,16.9,10.4,1016940,SAANICHTON CDA      
1993,3.1,10.2,15.7,10.3,1016940,SAANICHTON CDA      
1994,5.2,10.3,16.5,10.3,1016940,SAANICHTON CDA      
1995,5.3,10.0,16.4,11.6,1016940,SAANICHTON CDA      
1996,4.6,9.3,16.7,9.6,1016940,SAANICHTON CDA      
1997,4.5,9.5,16.5,11.3,1016940,SAANICHTON CDA      
1998,5.6,10.0,17.0,11.3,1016940,SAANICHTON CDA      
1999,5.2,8.5,15.9,10.9,1016940,SAANICHTON CDA      
2000,5.2,9.2,16.1,10.5,1016940,SAANICHTON CDA      
2001,4.8,9.3,15.7,10.9,1016940,SAANICHTON CDA      
2002,4.8,8.2,16.6,11.0,1016940,SAANICHTON CDA      
2003,6.1,9.4,17.6,10.9,1016940,SAANICHTON CDA      
2004,5.4,10.8,17.7,10.5,1016940,SAANICHTON CDA      
2005,5.0,10.7,16.5,10.0,1016940,SAANICHTON CDA      
2006,5.5,9.4,16.5,10.1,1016940,SAANICHTON CDA      
2007,4.7,9.1,16.3,9.7,1016940,SAANICHTON CDA      
2008,4.3,8.0,15.6,10.9,1016940,SAANICHTON CDA      
2009,3.3,8.2,17.0,10.6,1016940,SAANICHTON CDA      
2010,5.6,8.9,15.6,9.8,1016940,SAANICHTON CDA      
2011,4.2,7.8,15.6,10.0,1016940,SAANICHTON CDA      
2012,4.4,8.6,15.5,10.4,1016940,SAANICHTON CDA      
2014,3.8,10.3,17.1,11.5,1016940,SAANICHTON CDA      
2015,6.8,10.6,18.4,10.8,1016940,SAANICHTON CDA      
2016,6.0,11.8,17.4,11.4,1016940,SAANICHTON CDA      
2018,4.8,10.3,17.3,11.0,1016940,SAANICHTON CDA      
1910,1.6,9.1,15.3,9.7,1016995,SALTSPRING          
1912,4.1,8.7,15.8,9.2,1016995,SALTSPRING          
1913,2.2,7.6,15.8,8.7,1016995,SALTSPRING          
1914,3.8,9.8,15.6,9.4,1016995,SALTSPRING          
1915,3.2,10.2,16.7,9.6,1016995,SALTSPRING          
1917,1.9,7.3,15.8,10.7,1016995,SALTSPRING          
1918,3.8,8.4,16.3,11.4,1016995,SALTSPRING          
1919,3.7,8.4,15.5,9.6,1016995,SALTSPRING          
1920,3.3,7.5,16.3,9.3,1016995,SALTSPRING          
1922,1.9,7.6,16.4,10.0,1016995,SALTSPRING          
1923,2.0,8.5,17.0,11.3,1016995,SALTSPRING          
1924,4.9,9.9,16.4,10.2,1016995,SALTSPRING          
1925,4.0,10.0,16.9,10.4,1016995,SALTSPRING          
1926,5.9,11.3,17.6,10.7,1016995,SALTSPRING          
1927,3.9,7.9,16.1,9.5,1016995,SALTSPRING          
1928,3.3,9.1,15.7,10.0,1016995,SALTSPRING          
1929,2.0,8.2,15.5,10.0,1016995,SALTSPRING          
1930,2.0,9.0,15.6,9.3,1016995,SALTSPRING          
1931,4.6,9.5,15.6,9.1,1016995,SALTSPRING          
1932,3.0,8.9,15.4,10.2,1016995,SALTSPRING          
1933,1.8,7.6,15.5,9.3,1016995,SALTSPRING          
1934,4.5,10.6,15.6,10.2,1016995,SALTSPRING          
1935,3.3,7.7,15.8,9.4,1016995,SALTSPRING          
1936,2.6,8.8,16.3,10.0,1016995,SALTSPRING          
1937,1.5,8.7,15.8,10.6,1016995,SALTSPRING          
1938,3.7,8.9,16.3,10.1,1016995,SALTSPRING          
1939,3.6,9.0,16.0,10.9,1016995,SALTSPRING          
1940,5.0,9.8,16.5,10.4,1016995,SALTSPRING          
1941,4.8,10.4,16.9,10.5,1016995,SALTSPRING          
1942,3.6,9.2,17.4,10.3,1016995,SALTSPRING          
1943,2.8,8.5,15.8,10.8,1016995,SALTSPRING          
1944,3.8,8.8,16.6,11.6,1016995,SALTSPRING          
1945,3.8,8.8,16.5,10.1,1016995,SALTSPRING          
1946,4.6,9.4,16.3,9.4,1016995,SALTSPRING          
1947,3.6,10.8,16.1,10.4,1016995,SALTSPRING          
1948,4.1,8.1,16.0,9.8,1016995,SALTSPRING          
1949,1.4,9.2,15.6,11.6,1016995,SALTSPRING          
1950,0.5,8.0,16.9,9.7,1016995,SALTSPRING          
1951,4.0,8.6,17.0,10.8,1016995,SALTSPRING          
1952,2.3,8.5,16.2,11.5,1016995,SALTSPRING          
1953,5.0,8.6,15.5,11.1,1016995,SALTSPRING          
1954,3.4,7.7,13.8,9.7,1016995,SALTSPRING          
1955,3.2,5.7,14.0,8.0,1016995,SALTSPRING          
1956,1.6,9.0,15.5,8.6,1016995,SALTSPRING          
1957,1.4,9.4,15.2,10.7,1016995,SALTSPRING          
1958,5.7,9.9,18.8,10.0,1016995,SALTSPRING          
1959,3.9,8.6,16.5,9.9,1016995,SALTSPRING          
1960,4.1,8.6,16.6,10.6,1016995,SALTSPRING          
1961,5.2,9.2,18.1,9.7,1016995,SALTSPRING          
1962,4.3,8.2,15.5,11.4,1016995,SALTSPRING          
1963,4.8,9.3,16.0,11.3,1016995,SALTSPRING          
1964,4.9,8.3,15.6,10.0,1016995,SALTSPRING          
1965,3.2,8.7,16.9,12.1,1016995,SALTSPRING          
1966,4.4,9.3,15.8,11.0,1016995,SALTSPRING          
1967,5.7,8.3,17.9,11.6,1016995,SALTSPRING          
1968,5.0,9.6,16.3,10.1,1016995,SALTSPRING          
1969,1.4,9.5,16.6,10.5,1016995,SALTSPRING          
1970,5.3,8.8,16.5,9.8,1016995,SALTSPRING          
1971,3.6,8.5,16.2,9.9,1016995,SALTSPRING          
1972,2.6,9.0,16.9,9.8,1016995,SALTSPRING          
1973,3.6,9.4,15.8,9.7,1016995,SALTSPRING          
1974,4.3,8.6,16.2,11.5,1016995,SALTSPRING          
1975,3.8,9.0,15.9,10.7,1016995,SALTSPRING          
1976,4.1,8.3,14.9,10.9,1016995,SALTSPRING          
1977,5.5,9.1,17.0,9.6,1016995,SALTSPRING          
1978,3.8,9.3,17.8,9.8,1016995,SALTSPRING          
1979,2.0,9.9,17.2,11.0,1016995,SALTSPRING          
1980,3.9,9.4,16.1,10.8,1016995,SALTSPRING          
1981,5.2,9.3,16.2,9.9,1016995,SALTSPRING          
1982,3.3,8.3,16.9,9.9,1016995,SALTSPRING          
1983,5.3,10.4,16.3,9.9,1016995,SALTSPRING          
1984,3.9,8.9,16.1,8.8,1016995,SALTSPRING          
1985,2.0,8.2,17.2,8.2,1016995,SALTSPRING          
1987,5.2,10.0,17.1,12.3,1016995,SALTSPRING          
1988,4.4,9.5,16.7,11.2,1016995,SALTSPRING          
1989,3.1,9.6,17.1,11.6,1016995,SALTSPRING          
1990,4.7,9.9,17.9,11.2,1016995,SALTSPRING          
1991,3.8,8.9,16.8,11.5,1016995,SALTSPRING          
1992,6.5,11.4,18.1,11.0,1016995,SALTSPRING          
1993,2.6,10.5,16.5,11.2,1016995,SALTSPRING          
1994,5.1,10.7,17.6,10.8,1016995,SALTSPRING          
1995,4.9,10.6,17.2,12.1,1016995,SALTSPRING          
1996,4.2,9.4,17.8,10.0,1016995,SALTSPRING          
1997,3.6,9.9,18.1,11.8,1016995,SALTSPRING          
1998,5.5,10.8,19.1,12.3,1016995,SALTSPRING          
1999,4.9,9.1,17.1,11.5,1016995,SALTSPRING          
2000,4.9,9.9,17.4,10.8,1016995,SALTSPRING          
2003,5.8,9.5,18.4,11.0,1016995,SALTSPRING          
2004,4.7,11.5,19.0,11.0,1016995,SALTSPRING          
2005,4.7,11.2,17.9,10.9,1016995,SALTSPRING          
2006,5.3,10.0,18.4,11.0,1016995,SALTSPRING          
2007,4.6,10.0,17.4,10.4,1016995,SALTSPRING          
2008,4.2,9.0,17.0,11.5,1016995,SALTSPRING          
2009,2.9,9.1,19.0,11.5,1016995,SALTSPRING          
2010,5.5,9.8,17.6,10.8,1016995,SALTSPRING          
2011,4.2,8.6,17.5,11.1,1016995,SALTSPRING          
2012,4.4,9.7,17.7,11.6,1016995,SALTSPRING          
2013,4.6,10.6,18.8,11.1,1016995,SALTSPRING          
2014,3.8,10.9,19.3,12.5,1016995,SALTSPRING          
2015,6.6,11.7,20.1,11.4,1016995,SALTSPRING          
